,Return,volatility,000063.SZ Weight,000069.SZ Weight
74,0.17040880350219567,0.33767249664722004,0.5628642256937488,0.43713577430625106
75,0.0551650807021056,0.2987348245048085,0.14047687496866967,0.8595231250313303
76,0.1636524107468126,0.3323845281833885,0.5381009260791156,0.4618990739208844
77,0.16329750247590177,0.3321152643125939,0.536800128424735,0.463199871575265
78,0.22268005362539492,0.3876013959697624,0.7544470236299575,0.24555297637004248
79,0.034211936917511475,0.304755465034319,0.06368012910261672,0.9363198708973832
80,0.12546965790203968,0.3087864705344168,0.39815480644992995,0.60184519355007
81,0.07138542222903824,0.29689971356990635,0.1999271158924357,0.8000728841075643
82,0.22733040745945832,0.3926976158264356,0.7714913414303429,0.22850865856965705
83,0.10867619792235447,0.3022044487526489,0.3366039913774987,0.6633960086225014
84,0.02084773395211185,0.31064659945993905,0.014698109536142057,0.985301890463858
85,0.21026923219542404,0.37446773072491785,0.7089593054553123,0.29104069454468773
86,0.1560807190561398,0.32683034364037966,0.5103494206953632,0.48965057930463673
87,0.2401708818160133,0.407224745807999,0.818553808814591,0.18144619118540894
88,0.16294929860582835,0.3318519266826572,0.5355239035109698,0.46447609648903015
89,0.2058726505180711,0.36998808921987814,0.6928451046830505,0.30715489531694956
90,0.12715946387859783,0.309584917242409,0.4043482255129007,0.5956517744870993
91,0.03787915243175744,0.30341256807004335,0.07712108196290607,0.922878918037094
92,0.1710347691665034,0.3381777167236933,0.5651584936344892,0.4348415063655107
93,0.14426533342592268,0.31899508343650945,0.467044073446214,0.532955926553786
94,0.1896277603343955,0.3542956849113259,0.6333048888623132,0.3666951111376869
95,0.11332084556219088,0.3037743592650684,0.3536273950299921,0.646372604970008
96,0.11718308296706545,0.3052271963143807,0.3677831354528015,0.6322168645471984
97,0.14545205009382678,0.319734466888238,0.47139358678401916,0.5286064132159809
98,0.1548703079563472,0.32598018055234157,0.5059130633363034,0.4940869366636967
99,0.06779048494422918,0.29708963485338574,0.1867510747262949,0.8132489252737051
