trade_date,index,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20191129,0,603986.SH,165.97,168.67,159.53,165.4,166.79,-1.39,-0.8334,69550.09,1139955.548
20191128,1,603986.SH,165.94,170.9,163.9,166.79,166.25,0.54,0.3248,53512.11,898467.966
20191127,2,603986.SH,161.5,171.0,158.5,166.25,162.87,3.38,2.0753,91921.5,1519670.376
20191126,3,603986.SH,158.92,163.2,158.92,162.87,157.51,5.36,3.403,72999.67,1178198.512
20191125,4,603986.SH,161.0,163.09,156.88,157.51,161.9,-4.39,-2.7116,76339.17,1217597.463
20191122,5,603986.SH,170.5,177.99,159.5,161.9,169.3,-7.4,-4.3709,124759.15,2074290.232
20191121,6,603986.SH,167.9,172.9,167.01,169.3,170.38,-1.08,-0.6339,47861.13,812983.172
20191120,7,603986.SH,177.05,180.2,169.21,170.38,178.9,-8.52,-4.7624,65961.06,1144327.633
20191119,8,603986.SH,170.09,180.27,169.37,178.9,172.6,6.3,3.6501,59972.44,1051062.157
20191118,9,603986.SH,172.11,174.9,167.5,172.6,171.9,0.7,0.4072,66703.12,1143537.59
20191115,10,603986.SH,180.32,184.48,171.5,171.9,180.88,-8.98,-4.9646,85151.63,1526372.735
20191114,11,603986.SH,173.95,180.88,171.74,180.88,175.75,5.13,2.9189,90074.69,1583479.33
20191113,12,603986.SH,163.98,177.0,161.0,175.75,163.6,12.15,7.4267,97440.38,1666225.818
20191112,13,603986.SH,165.02,167.5,155.57,163.6,166.93,-3.33,-1.9948,73441.14,1187901.226
20191111,14,603986.SH,165.0,170.46,162.8,166.93,166.99,-0.06,-0.0359,68726.39,1147717.923
20191108,15,603986.SH,168.9,170.8,163.23,166.99,167.4,-0.41,-0.2449,74960.12,1258435.57
20191107,16,603986.SH,169.5,169.51,163.3,167.4,169.52,-2.12,-1.2506,70723.83,1176494.399
20191106,17,603986.SH,173.8,178.6,166.73,169.52,173.8,-4.28,-2.4626,84514.65,1451258.848
20191105,18,603986.SH,165.15,179.3,163.5,173.8,165.12,8.68,5.2568,96238.83,1649435.781
20191104,19,603986.SH,159.8,168.3,158.0,165.12,159.84,5.28,3.3033,86029.28,1413762.342
20191101,20,603986.SH,154.0,162.22,151.22,159.84,153.93,5.91,3.8394,75121.15,1182184.681
20191031,21,603986.SH,158.5,160.97,153.0,153.93,158.6,-4.67,-2.9445,94665.87,1489471.266
20191030,22,603986.SH,150.2,158.95,150.2,158.6,144.5,14.1,9.7578,158577.77,2481074.66
20191029,23,603986.SH,150.01,150.87,143.68,144.5,149.26,-4.76,-3.1891,63955.9,938221.815
20191028,24,603986.SH,145.16,149.87,142.8,149.26,142.2,7.06,4.9648,77321.85,1137294.604
20191025,25,603986.SH,138.08,143.5,136.48,142.2,136.59,5.61,4.1072,51893.25,725943.966
20191024,26,603986.SH,139.58,140.59,134.11,136.59,141.0,-4.41,-3.1277,55186.41,754443.044
20191023,27,603986.SH,142.0,144.45,139.11,141.0,141.45,-0.45,-0.3181,53792.68,763164.58
20191022,28,603986.SH,137.09,145.0,135.0,141.45,135.49,5.96,4.3988,104468.71,1476437.279
20191021,29,603986.SH,132.4,136.66,129.57,135.49,132.0,3.49,2.6439,73338.04,983440.871
20191018,30,603986.SH,137.54,139.5,129.48,132.0,137.72,-5.72,-4.1534,93284.39,1245536.898
20191017,31,603986.SH,138.28,139.1,135.44,137.72,137.3,0.42,0.3059,38642.18,531915.004
20191016,32,603986.SH,139.28,141.44,136.1,137.3,138.5,-1.2,-0.8664,60712.43,840231.12
20191015,33,603986.SH,145.44,146.2,137.16,138.5,146.8,-8.3,-5.654,91539.35,1277961.66
20191014,34,603986.SH,143.09,148.5,142.85,146.8,141.2,5.6,3.966,83026.55,1210996.193
20191011,35,603986.SH,147.0,148.43,139.18,141.2,146.51,-5.31,-3.6243,73876.0,1052797.662
20191010,36,603986.SH,142.61,147.8,142.0,146.51,142.66,3.85,2.6987,80635.39,1170215.476
20191009,37,603986.SH,139.77,143.6,137.32,142.66,140.35,2.31,1.6459,69953.14,989395.743
20191008,38,603986.SH,146.21,147.87,135.98,140.35,145.38,-5.03,-3.4599,89807.07,1272315.161
20190930,39,603986.SH,147.85,149.0,141.5,145.38,148.02,-2.64,-1.7835,82556.56,1205051.826
20190927,40,603986.SH,149.63,152.66,146.8,148.02,148.51,-0.49,-0.3299,100028.19,1493164.69
20190926,41,603986.SH,161.0,161.32,146.0,148.51,158.38,-9.87,-6.2318,134061.82,2048445.159
20190925,42,603986.SH,171.0,173.98,156.26,158.38,172.88,-14.5,-8.3873,165771.42,2705770.812
20190924,43,603986.SH,176.0,181.87,172.8,172.88,180.29,-7.41,-4.11,127784.52,2258870.038
20190923,44,603986.SH,167.0,180.29,162.79,180.29,163.9,16.39,10.0,135786.15,2332093.347
20190920,45,603986.SH,151.16,165.33,151.16,163.9,150.3,13.6,9.0486,159758.22,2549658.483
20190919,46,603986.SH,146.6,150.5,145.58,150.3,147.4,2.9,1.9674,78972.57,1169003.543
20190918,47,603986.SH,145.99,150.8,143.7,147.4,144.02,3.38,2.3469,91378.16,1345556.223
20190917,48,603986.SH,150.8,151.08,142.0,144.02,149.96,-5.94,-3.9611,106401.11,1549966.96
20190916,49,603986.SH,151.0,152.4,148.6,149.96,151.2,-1.24,-0.8201,54597.05,821256.383
20190912,50,603986.SH,151.69,154.41,147.6,151.2,150.72,0.48,0.3185,50516.87,761570.751
20190911,51,603986.SH,152.88,158.43,148.01,150.72,153.99,-3.27,-2.1235,71515.92,1090875.667
20190910,52,603986.SH,158.0,159.6,150.0,153.99,155.1,-1.11,-0.7157,99820.8,1544753.211
20190909,53,603986.SH,147.88,155.1,145.56,155.1,141.0,14.1,10.0,130793.31,1967381.358
20190906,54,603986.SH,141.64,148.9,140.0,141.0,141.9,-0.9,-0.6342,83938.49,1205055.749
20190905,55,603986.SH,146.3,149.25,141.63,141.9,144.77,-2.87,-1.9825,78153.81,1128568.392
20190904,56,603986.SH,144.07,145.82,138.7,144.77,143.95,0.82,0.5696,72233.6,1027167.741
20190903,57,603986.SH,137.28,150.5,135.98,143.95,137.28,6.67,4.8587,95671.79,1376808.385
20190902,58,603986.SH,130.24,138.0,125.51,137.28,131.55,5.73,4.3558,99636.32,1310435.905
20190830,59,603986.SH,125.0,135.4,124.9,131.55,123.09,8.46,6.873,142967.75,1866533.7
20190829,60,603986.SH,121.6,125.24,115.66,123.09,120.0,3.09,2.575,83329.18,1013029.201
20190828,61,603986.SH,123.7,124.89,119.88,120.0,121.5,-1.5,-1.2346,114217.98,1397864.035
20190827,62,603986.SH,117.2,125.24,116.2,121.5,113.85,7.65,6.7194,103073.82,1255303.744
20190826,63,603986.SH,112.5,116.12,111.81,113.85,114.8,-0.95,-0.8275,54352.81,617160.208
20190823,64,603986.SH,113.01,116.32,110.0,114.8,112.5,2.3,2.0444,65131.55,738784.874
20190822,65,603986.SH,110.63,117.0,108.8,112.5,110.79,1.71,1.5435,89898.11,1011378.064
20190821,66,603986.SH,102.35,112.83,102.3,110.79,102.82,7.97,7.7514,97665.9,1060872.134
20190820,67,603986.SH,103.0,104.84,102.0,102.82,101.23,1.59,1.5707,69822.15,721635.68
20190819,68,603986.SH,100.2,103.5,98.06,101.23,96.33,4.9,5.0867,101540.62,1024083.297
20190816,69,603986.SH,90.97,97.01,90.58,96.33,90.59,5.74,6.3362,90298.52,858881.88
20190815,70,603986.SH,84.37,91.67,84.37,90.59,91.81,-1.22,-1.3288,94678.64,832255.573
20190814,71,603986.SH,88.89,95.65,88.89,91.81,87.2,4.61,5.2867,96944.04,900201.694
20190813,72,603986.SH,85.76,88.5,83.12,87.2,87.0,0.2,0.2299,57188.16,493916.243
20190812,73,603986.SH,86.41,87.55,84.68,87.0,86.2,0.8,0.9281,60583.09,519281.825
20190809,74,603986.SH,90.0,90.6,85.1,86.2,88.68,-2.48,-2.7966,44732.73,392197.761
20190808,75,603986.SH,88.01,89.16,86.6,88.68,87.43,1.25,1.4297,32221.36,284366.038
20190807,76,603986.SH,88.28,89.18,86.04,87.43,87.87,-0.44,-0.5007,41397.36,363012.104
20190806,77,603986.SH,88.01,89.4,84.79,87.87,90.14,-2.27,-2.5183,61203.07,531012.935
20190805,78,603986.SH,92.77,93.83,89.52,90.14,93.1,-2.96,-3.1794,42998.54,393239.182
20190802,79,603986.SH,88.14,94.68,88.08,93.1,92.3,0.8,0.8667,56105.95,518646.679
20190801,80,603986.SH,97.06,97.06,91.46,92.3,97.8,-5.5,-5.6237,77226.45,722345.09
20190731,81,603986.SH,98.39,98.74,96.89,97.8,98.06,-0.26,-0.2651,28599.15,280163.449
20190730,82,603986.SH,101.7,102.45,97.5,98.06,101.6,-3.54,-3.4843,54673.72,541659.859
20190729,83,603986.SH,102.02,104.0,100.66,101.6,102.1,-0.5,-0.4897,27193.16,277834.699
20190726,84,603986.SH,102.0,104.21,101.03,102.1,102.95,-0.85,-0.8256,44235.78,453758.736
20190725,85,603986.SH,99.8,103.05,99.8,102.95,100.27,2.68,2.6728,51952.46,530429.917
20190724,86,603986.SH,100.12,103.35,98.8,100.27,100.9,-0.63,-0.6244,53849.89,542811.418
20190723,87,603986.SH,96.8,100.94,95.2,100.9,95.77,5.13,5.3566,48213.82,478616.857
20190722,88,603986.SH,99.3,100.0,92.51,95.77,97.93,-2.16,-2.2057,45412.94,442398.697
20190719,89,603986.SH,98.09,99.85,96.81,97.93,96.85,1.08,1.1151,39394.58,386294.862
20190718,90,603986.SH,100.0,100.75,95.9,96.85,100.48,-3.63,-3.6127,50892.12,496076.93
20190717,91,603986.SH,101.48,104.2,99.6,100.48,101.78,-1.3,-1.2773,62760.15,639826.208
20190716,92,603986.SH,98.02,104.5,97.6,101.78,98.6,3.18,3.2252,67729.25,686489.715
20190715,93,603986.SH,91.5,99.68,88.36,98.6,91.82,6.78,7.384,80186.0,770424.963
20190712,94,603986.SH,93.77,93.81,91.8,91.82,93.0,-1.18,-1.2688,26535.23,245960.501
20190711,95,603986.SH,95.0,95.56,91.77,93.0,92.98,0.02,0.0215,53207.24,497860.585
20190710,96,603986.SH,89.93,94.58,89.77,92.98,88.49,4.49,5.074,59051.32,543278.2
20190709,97,603986.SH,89.63,90.38,87.8,88.49,87.7,0.79,0.9008,30701.36,273331.302
20190708,98,603986.SH,92.25,92.25,87.55,87.7,93.15,-5.45,-5.8508,48700.12,434255.297
20190705,99,603986.SH,93.76,94.3,90.8,93.15,93.45,-0.3,-0.321,34994.64,323609.561
20190704,100,603986.SH,92.43,95.68,91.0,93.45,92.18,1.27,1.3777,49496.38,463386.254
20190703,101,603986.SH,90.6,92.88,89.1,92.18,90.9,1.28,1.4081,42923.68,391565.55
20190702,102,603986.SH,91.0,93.4,90.0,90.9,91.32,-0.42,-0.4599,48204.21,441810.367
20190701,103,603986.SH,90.1,92.15,89.5,91.32,86.7,4.62,5.3287,62926.77,573132.012
20190628,104,603986.SH,87.49,87.5,85.06,86.7,86.37,0.33,0.3821,30400.5,261706.314
20190627,105,603986.SH,85.9,89.8,85.65,86.37,85.93,0.44,0.512,68847.08,600915.533
20190626,106,603986.SH,81.01,86.78,80.96,85.93,81.15,4.78,5.8903,74379.76,629881.584
20190625,107,603986.SH,84.0,84.16,80.21,81.15,84.58,-3.43,-4.0553,52325.39,425920.349
20190624,108,603986.SH,85.17,86.8,83.21,84.58,86.45,-1.87,-2.1631,47627.66,403201.394
20190621,109,603986.SH,84.44,87.5,84.36,86.45,83.9,2.55,3.0393,64415.26,556711.848
20190620,110,603986.SH,80.39,85.4,80.1,83.9,80.56,3.34,4.146,61515.84,513957.38
20190619,111,603986.SH,79.0,81.39,78.91,80.56,76.27,4.29,5.6248,62712.57,502533.518
20190618,112,603986.SH,77.45,77.45,76.1,76.27,77.12,-0.85,-1.1022,16782.58,128524.606
20190617,113,603986.SH,77.21,79.61,76.8,77.12,79.01,-1.89,-2.3921,27528.61,214344.446
20190614,114,603986.SH,78.16,81.49,78.16,79.01,77.86,1.15,1.477,63917.6,510606.784
20190613,115,603986.SH,77.89,78.28,77.29,77.86,77.93,-0.07,-0.0898,28070.02,218368.721
20190612,116,603986.SH,77.68,78.85,77.36,77.93,78.3,-0.37,-0.4725,36229.29,282026.837
20190611,117,603986.SH,76.07,78.38,74.3,78.3,76.03,2.27,2.9857,59107.3,452533.439
20190610,118,603986.SH,74.6,76.4,74.4,76.03,74.4,1.63,2.1909,30128.32,227693.019
20190606,119,603986.SH,75.39,75.39,74.05,74.4,75.18,-0.78,-1.0375,23059.05,172118.034
20190605,120,603986.SH,76.41,76.53,74.3,75.18,75.48,-0.3,-0.3975,26892.57,202655.851
20190604,121,603986.SH,75.5,76.26,73.7,75.48,75.1,0.38,0.506,26746.27,201086.865
20190603,122,603986.SH,77.87,78.5,75.0,75.1,76.73,-1.63,-2.1243,46169.61,351789.642
20190531,123,603986.SH,78.89,80.08,76.61,77.01,78.89,-1.88,-2.3831,51206.61,398778.476
20190530,124,603986.SH,80.0,80.55,76.0,78.89,84.39,-5.5,-6.5174,89771.83,705467.238
20190529,125,603986.SH,83.0,86.4,82.66,84.39,83.82,0.57,0.68,44585.07,376782.858
20190528,126,603986.SH,85.8,86.46,83.45,83.82,85.04,-1.22,-1.4346,54738.42,462815.702
20190527,127,603986.SH,81.88,86.36,81.0,85.04,81.52,3.52,4.318,71559.49,604280.423
20190524,128,603986.SH,83.39,84.85,81.0,81.52,84.85,-3.33,-3.9246,52468.95,432164.832
20190523,129,603986.SH,87.88,88.84,83.51,84.85,87.15,-2.3,-2.6391,86978.84,747268.573
20190522,130,603986.SH,80.72,87.18,80.01,87.15,80.87,6.28,7.7655,112579.27,954111.138
20190521,131,603986.SH,81.99,82.36,78.0,80.87,81.48,-0.61,-0.7486,53886.86,433819.47
20190520,132,603986.SH,81.0,82.55,79.51,81.48,78.32,3.16,4.0347,68980.02,559607.681
20190517,133,603986.SH,82.04,84.5,77.98,78.32,79.79,-1.47,-1.8423,73210.49,598199.288
20190516,134,603986.SH,81.5,81.8,78.81,79.79,81.2,-1.41,-1.7365,36254.5,290073.014
20190515,135,603986.SH,81.73,81.91,80.13,81.2,79.87,1.33,1.6652,32122.95,260209.403
20190514,136,603986.SH,81.07,83.26,79.87,79.87,82.4,-2.53,-3.0704,41434.02,336975.348
20190513,137,603986.SH,83.5,85.2,81.25,82.4,85.26,-2.86,-3.3544,44112.67,366766.246
20190510,138,603986.SH,80.8,85.75,76.73,85.26,79.65,5.61,7.0433,74406.72,615958.934
20190509,139,603986.SH,81.32,81.9,78.79,79.65,78.9,0.75,0.9506,49386.78,395753.101
20190508,140,603986.SH,73.88,82.15,72.89,78.9,75.34,3.56,4.7252,68694.55,540902.474
20190507,141,603986.SH,73.66,76.54,73.66,75.34,74.68,0.66,0.8838,52842.05,396578.78
