trade_date,index,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20191129,0,601992.SH,3.28,3.3,3.25,3.27,3.28,-0.01,-0.3049,166194.14,54328.954
20191128,1,601992.SH,3.29,3.34,3.27,3.28,3.28,0.0,0.0,231871.46,76488.801
20191127,2,601992.SH,3.32,3.33,3.27,3.28,3.31,-0.03,-0.9063,280545.68,92674.459
20191126,3,601992.SH,3.32,3.33,3.28,3.31,3.33,-0.02,-0.6006,395205.96,130393.924
20191125,4,601992.SH,3.19,3.33,3.19,3.33,3.2,0.13,4.0625,548325.55,180042.766
20191122,5,601992.SH,3.19,3.24,3.17,3.2,3.18,0.02,0.6289,211446.06,67719.645
20191121,6,601992.SH,3.16,3.2,3.15,3.18,3.17,0.01,0.3155,137769.01,43771.084
20191120,7,601992.SH,3.21,3.22,3.17,3.17,3.22,-0.05,-1.5528,144527.68,46140.459
20191119,8,601992.SH,3.14,3.22,3.13,3.22,3.14,0.08,2.5478,273429.44,87197.78
20191118,9,601992.SH,3.13,3.16,3.12,3.14,3.15,-0.01,-0.3175,194731.78,61117.251
20191115,10,601992.SH,3.2,3.2,3.14,3.15,3.2,-0.05,-1.5625,233451.16,73889.155
20191114,11,601992.SH,3.21,3.24,3.19,3.2,3.2,0.0,0.0,237409.91,76286.072
20191113,12,601992.SH,3.2,3.2,3.18,3.2,3.2,0.0,0.0,150936.49,48115.287
20191112,13,601992.SH,3.19,3.21,3.16,3.2,3.18,0.02,0.6289,196654.76,62581.429
20191111,14,601992.SH,3.27,3.27,3.18,3.18,3.27,-0.09,-2.7523,325958.61,104537.149
20191108,15,601992.SH,3.33,3.34,3.27,3.27,3.31,-0.04,-1.2085,272014.62,89543.795
20191107,16,601992.SH,3.3,3.34,3.29,3.31,3.32,-0.01,-0.3012,264715.5,87551.483
20191106,17,601992.SH,3.36,3.36,3.29,3.32,3.38,-0.06,-1.7751,276201.68,91834.372
20191105,18,601992.SH,3.32,3.41,3.29,3.38,3.3,0.08,2.4242,414762.46,139191.011
20191104,19,601992.SH,3.3,3.36,3.3,3.3,3.3,0.0,0.0,349695.94,116479.148
20191101,20,601992.SH,3.24,3.32,3.23,3.3,3.26,0.04,1.227,269400.33,88495.0
20191031,21,601992.SH,3.33,3.34,3.24,3.26,3.33,-0.07,-2.1021,358688.02,117842.945
20191030,22,601992.SH,3.39,3.39,3.29,3.33,3.39,-0.06,-1.7699,320772.0,106878.971
20191029,23,601992.SH,3.48,3.48,3.38,3.39,3.47,-0.08,-2.3055,278553.1,95121.215
20191028,24,601992.SH,3.43,3.48,3.42,3.47,3.45,0.02,0.5797,244180.67,84442.823
20191025,25,601992.SH,3.43,3.45,3.39,3.45,3.42,0.03,0.8772,154999.41,53145.183
20191024,26,601992.SH,3.46,3.47,3.39,3.42,3.44,-0.02,-0.5814,156245.86,53532.386
20191023,27,601992.SH,3.48,3.49,3.43,3.44,3.48,-0.04,-1.1494,151646.54,52329.194
20191022,28,601992.SH,3.46,3.49,3.44,3.48,3.46,0.02,0.578,183013.39,63505.113
20191021,29,601992.SH,3.47,3.49,3.43,3.46,3.44,0.02,0.5814,245899.87,84955.046
20191018,30,601992.SH,3.55,3.56,3.42,3.44,3.54,-0.1,-2.8249,254779.96,88727.83
20191017,31,601992.SH,3.56,3.58,3.53,3.54,3.55,-0.01,-0.2817,229749.16,81633.643
20191016,32,601992.SH,3.59,3.63,3.54,3.55,3.56,-0.01,-0.2809,255082.02,91335.733
20191015,33,601992.SH,3.57,3.59,3.54,3.56,3.59,-0.03,-0.8357,296257.95,105739.713
20191014,34,601992.SH,3.6,3.63,3.56,3.59,3.56,0.03,0.8427,434439.34,155924.456
20191011,35,601992.SH,3.54,3.66,3.52,3.56,3.51,0.05,1.4245,709737.8,254714.263
20191010,36,601992.SH,3.4,3.55,3.38,3.51,3.4,0.11,3.2353,462045.17,161121.863
20191009,37,601992.SH,3.34,3.41,3.33,3.4,3.36,0.04,1.1905,182612.54,61570.315
20191008,38,601992.SH,3.31,3.41,3.3,3.36,3.32,0.04,1.2048,235334.81,79119.418
20190930,39,601992.SH,3.31,3.35,3.3,3.32,3.31,0.01,0.3021,172042.0,57242.407
20190927,40,601992.SH,3.31,3.34,3.29,3.31,3.31,0.0,0.0,144287.22,47879.631
20190926,41,601992.SH,3.36,3.38,3.28,3.31,3.36,-0.05,-1.4881,256460.32,85292.173
20190925,42,601992.SH,3.41,3.41,3.34,3.36,3.41,-0.05,-1.4663,195811.03,65994.7
20190924,43,601992.SH,3.44,3.45,3.4,3.41,3.42,-0.01,-0.2924,168373.82,57722.279
20190923,44,601992.SH,3.48,3.48,3.4,3.42,3.49,-0.07,-2.0057,193715.72,66355.494
20190920,45,601992.SH,3.51,3.51,3.47,3.49,3.49,0.0,0.0,200805.25,70101.007
20190919,46,601992.SH,3.5,3.5,3.46,3.49,3.48,0.01,0.2874,173586.26,60485.323
20190918,47,601992.SH,3.47,3.5,3.46,3.48,3.46,0.02,0.578,159867.88,55774.839
20190917,48,601992.SH,3.56,3.56,3.44,3.46,3.56,-0.1,-2.809,284061.19,99093.491
20190916,49,601992.SH,3.56,3.57,3.54,3.56,3.55,0.01,0.2817,220964.84,78480.885
20190912,50,601992.SH,3.55,3.56,3.52,3.55,3.53,0.02,0.5666,210582.59,74694.827
